Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay
1729951474.07,8.0,1.472,0.0,7.52,40.0,0.702,0.0,6.46,20.8,0.693,0.0,5.55,20.8,1.21,0.0,12.3,20.8,1.214,0.0,13.9,39.9,1.036,0.0,3.82,6.4,2.475,0.0,5.17,19.2,0.983,0.0,6.98,20.8,0.953,0.0,8.18,40.0,0.454,0.0,5.94,20.8,0.891,0.0,8.15,8.0,1.222,0.0,6.3,20.8,0.646,0.0,6.62,20.8,1.261,0.0,2.08,20.8,0.689,0.0,6.7,40.0,0.97,0.0,12.5,20.8,1.509,0.0,10.8,20.8,0.928,0.0,7.85,8.0,2.458,0.0,6.23,20.8,1.022,0.0,1.08
1729951474.17,8.0,1.48,0.0,8.04,39.9,0.775,0.0,7.43,19.2,0.873,0.0,8.35,20.8,1.122,0.0,15.1,19.2,1.165,0.0,16.1,40.0,0.912,0.0,6.78,9.61,2.766,0.0,6.42,19.2,0.86,0.0,7.62,20.8,0.898,0.0,8.68,40.0,0.525,0.0,7.33,19.2,0.794,0.0,8.68,8.0,1.27,0.0,7.33,19.2,0.746,0.0,7.8,19.2,1.518,0.0,2.74,19.2,0.978,0.0,6.73,40.0,1.219,0.0,15.1,19.2,1.118,0.0,13.0,19.2,0.85,0.0,8.98,8.01,2.651,0.0,9.18,19.2,0.872,0.0,3.71
1729951474.27,8.0,1.54,0.0,7.5,40.0,0.826,0.0,7.08,20.8,0.728,0.0,8.79,19.2,1.12,0.0,16.6,20.8,1.193,0.0,16.2,38.4,1.125,0.0,7.76,7.99,2.995,0.0,2.39,20.7,0.957,0.0,8.16,19.2,1.021,0.0,8.69,40.0,0.436,0.0,7.75,19.2,0.975,0.0,8.94,8.0,1.421,0.0,7.35,20.8,0.619,0.0,8.44,20.8,1.332,0.0,2.0,20.8,0.973,0.0,6.54,40.0,1.232,0.0,15.3,20.8,1.052,0.0,14.9,20.8,0.808,0.0,9.25,7.99,2.866,0.0,3.72,20.8,1.115,0.0,4.14
1729951474.37,7.99,1.577,0.0,9.07,40.0,0.722,0.0,8.42,19.2,0.729,0.0,7.3,20.8,1.18,0.0,16.6,19.2,1.188,0.0,19.1,41.6,0.962,0.0,4.04,8.0,3.123,0.0,4.71,20.9,0.934,0.0,9.3,19.2,1.058,0.0,10.0,40.0,0.567,0.0,7.7,20.8,1.044,0.0,10.0,9.6,1.566,0.0,7.61,19.2,0.671,0.0,9.02,19.2,1.468,0.0,2.07,20.8,0.925,0.0,7.95,40.0,1.072,0.0,19.3,19.2,1.227,0.0,15.6,19.2,0.742,0.0,11.0,8.01,3.004,0.0,6.17,19.2,1.063,0.0,1.35
1729951474.47,7.99,1.647,0.0,7.75,40.0,0.639,0.0,7.76,20.8,0.659,0.0,8.53,19.2,1.134,0.0,19.6,20.8,1.373,0.0,16.8,38.4,1.008,0.0,5.87,6.4,3.028,0.0,3.17,19.2,0.865,0.0,8.41,20.8,0.985,0.0,9.02,40.0,0.497,0.0,9.06,19.2,0.954,0.0,8.56,6.4,1.702,0.0,7.87,20.8,0.595,0.0,10.3,20.8,1.339,0.0,2.74,19.3,0.826,0.0,8.47,38.4,1.148,0.0,7.51,20.8,1.112,0.0,18.0,19.2,0.994,0.0,8.98,7.99,3.107,0.0,4.61,20.8,0.967,0.0,3.62
1729951474.57,8.01,1.723,0.0,9.03,38.4,0.812,0.0,8.53,19.2,0.986,0.0,7.13,20.8,1.493,0.0,17.8,19.2,1.587,0.0,19.5,40.0,1.221,0.0,4.3,8.0,3.223,0.0,10.2,19.2,1.035,0.0,8.85,19.2,1.031,0.0,10.0,38.4,0.622,0.0,7.37,20.8,1.089,0.0,9.51,8.0,1.592,0.0,8.95,19.2,0.937,0.0,9.09,19.2,1.638,0.0,1.95,19.2,0.947,0.0,9.58,41.6,1.317,0.0,1.76,20.8,1.339,0.0,16.3,20.8,1.141,0.0,10.3,8.0,3.427,0.0,8.355,19.2,0.849,0.0,1.18
1729951474.67,8.0,1.809,0.0,10.5,40.0,0.821,0.0,10.7,20.8,1.083,0.0,11.0,19.2,1.516,0.0,21.7,19.2,1.567,0.0,20.8,40.0,1.167,0.0,11.8,8.0,3.482,0.0,11.3,20.8,0.937,0.0,10.4,20.8,1.023,0.0,11.2,41.5,0.716,0.0,11.2,19.2,1.03,0.0,11.0,6.4,1.824,0.0,9.64,20.8,0.934,0.0,10.5,20.8,1.815,0.0,4.69,20.8,0.994,0.0,10.4,40.0,1.255,0.0,2.35,20.8,1.351,0.0,19.8,20.8,1.025,0.0,10.8,8.0,3.655,0.0,12.1,20.8,0.753,0.0,5.91
1729951474.77,8.0,1.813,0.0,10.5,40.0,0.472,0.0,11.0,19.2,0.944,0.0,11.6,20.8,1.504,0.0,22.7,20.8,1.601,0.0,20.6,40.0,1.322,0.0,12.6,7.99,3.62,0.0,5.65,19.2,1.045,0.0,10.4,19.2,0.925,0.0,9.72,38.4,0.569,0.0,11.3,20.8,0.934,0.0,10.4,9.6,1.74,0.0,10.07,19.2,0.852,0.0,10.8,19.2,1.756,0.0,4.0,19.2,0.998,0.0,1.01,40.0,1.457,0.0,2.03,19.2,1.426,0.0,21.3,19.2,1.0,0.0,10.1,8.01,3.767,0.0,13.0,19.2,0.789,0.0,6.03
1729951474.87,8.0,1.898,0.0,11.5,41.6,0.449,0.0,12.1,20.8,0.863,0.0,9.03,19.2,1.432,0.0,20.0,20.8,1.35,0.0,18.2,41.6,1.06,0.0,7.25,7.99,3.724,0.0,4.91,20.8,0.994,0.0,11.1,20.8,0.949,0.0,10.1,41.6,0.537,0.0,9.02,20.8,0.956,0.0,9.335,8.0,1.79,0.0,10.5,20.8,0.768,0.0,10.9,20.8,1.838,0.0,2.76,20.8,0.975,0.0,0.808,40.0,1.276,0.0,2.13,19.2,1.323,0.0,11.4,20.8,0.817,0.0,9.98,8.0,3.463,0.0,5.98,20.8,0.748,0.0,3.67
1729951474.97,8.0,1.764,0.0,8.11,40.0,0.367,0.0,7.1,19.2,0.767,0.0,9.21,20.8,1.181,0.0,18.5,19.2,1.439,0.0,13.2,38.4,0.969,0.0,5.9,8.0,3.359,0.0,3.46,19.2,0.698,0.0,3.99,19.2,0.91,0.0,8.24,40.0,0.473,0.0,8.93,19.2,0.941,0.0,8.27,6.4,1.78,0.0,1.92,19.2,0.684,0.0,9.78,19.2,1.608,0.0,2.44,19.2,0.929,0.0,2.77,40.0,1.049,0.0,2.34,20.8,1.095,0.0,9.55,19.2,0.955,0.0,8.91,7.99,3.091,0.0,3.51,20.8,0.752,0.0,3.08
1729951475.07,8.0,1.811,0.0,3.71,39.9,0.466,0.0,3.75,20.8,0.897,0.0,7.17,19.2,1.304,0.0,16.6,20.8,1.479,0.0,6.97,40.0,1.093,0.0,3.64,8.0,3.363,0.0,7.31,20.8,0.822,0.0,4.2,20.8,1.068,0.0,8.87,40.0,0.586,0.0,7.74,19.2,0.82,0.0,8.52,8.01,1.876,0.0,2.74,20.8,0.841,0.0,9.02,20.8,1.612,0.0,1.6,20.8,1.021,0.0,3.93,40.0,1.203,0.0,1.97,20.8,1.149,0.0,2.11,19.2,1.078,0.0,10.2,8.01,3.093,0.0,6.05,19.2,0.752,0.0,1.4
1729951475.17,8.0,1.694,0.0,6.05,40.1,0.448,0.0,5.54,19.2,0.993,0.0,10.9,20.8,1.429,0.0,19.8,19.2,1.352,0.0,5.69,41.6,0.85,0.0,7.92,8.0,3.183,0.0,9.38,20.8,0.822,0.0,5.21,19.2,0.939,0.0,8.64,40.0,0.731,0.0,9.82,20.8,0.848,0.0,10.6,9.59,1.813,0.0,3.57,19.2,0.925,0.0,10.1,19.2,1.84,0.0,3.04,19.2,1.065,0.0,4.31,40.0,0.801,0.0,3.04,19.2,1.344,0.0,4.53,20.8,0.928,0.0,10.2,7.99,3.341,0.0,8.59,20.8,0.819,0.0,4.58
1729951475.27,8.0,1.597,0.0,4.09,40.0,0.416,0.0,4.08,20.8,0.804,0.0,12.1,19.2,1.286,0.0,21.8,20.8,1.372,0.0,5.59,39.9,0.869,0.0,10.2,8.0,2.926,0.0,1.91,19.2,0.77,0.0,3.26,20.8,0.795,0.0,8.27,40.0,0.507,0.0,11.8,20.8,0.722,0.0,8.17,6.4,1.58,0.0,2.15,20.8,0.758,0.0,10.1,20.8,1.599,0.0,2.13,20.8,1.067,0.0,3.48,39.9,0.883,0.0,1.85,20.8,1.138,0.0,5.22,20.8,0.851,0.0,7.39,8.01,3.357,0.0,11.6,19.2,0.896,0.0,4.1
1729951475.37,8.0,1.494,0.0,5.5,39.9,0.426,0.0,4.94,19.2,0.747,0.0,6.95,20.8,1.178,0.0,15.6,19.2,1.561,0.0,7.9,41.6,0.814,0.0,3.42,7.99,2.952,0.0,4.39,20.8,0.765,0.0,4.68,19.2,0.792,0.0,10.0,40.0,0.608,0.0,7.58,19.2,0.672,0.0,9.585,8.0,1.435,0.0,1.935,19.2,0.652,0.0,7.61,19.2,1.707,0.0,3.2,19.2,1.045,0.0,5.23,41.6,0.959,0.0,2.53,19.2,1.129,0.0,2.78,19.2,1.023,0.0,4.46,8.0,3.157,0.0,4.17,20.8,0.8,0.0,2.23
1729951475.47,8.0,1.51,0.0,5.7,40.1,0.387,0.0,3.1,20.8,0.973,0.0,7.58,19.2,1.366,0.0,13.9,20.8,1.292,0.0,5.82,40.0,0.751,0.0,3.13,8.01,2.95,0.0,7.7,19.2,0.724,0.0,4.07,20.8,0.964,0.0,8.22,40.0,0.584,0.0,7.73,20.8,0.674,0.0,11.0,8.0,1.465,0.0,1.72,20.8,0.809,0.0,8.61,20.8,1.704,0.0,2.28,20.8,0.917,0.0,3.76,40.0,0.856,0.0,2.07,20.8,1.241,0.0,6.63,20.8,1.045,0.0,3.97,7.99,3.26,0.0,6.39,19.2,0.773,0.0,1.7
1729951475.57,7.99,1.431,0.0,4.44,40.0,0.425,0.0,3.03,19.2,0.997,0.0,10.3,20.8,1.644,0.0,11.8,19.2,1.347,0.0,7.59,40.0,1.041,0.0,7.96,8.0,2.907,0.0,4.38,20.8,0.91,0.0,4.32,19.2,1.009,0.0,3.63,40.0,0.568,0.0,9.91,19.2,0.995,0.0,7.52,7.99,1.46,0.0,3.83,19.2,0.873,0.0,3.76,19.2,1.506,0.0,2.14,19.2,0.754,0.0,4.51,40.0,0.956,0.0,1.76,19.2,1.267,0.0,6.78,19.2,0.965,0.0,4.55,8.01,3.169,0.0,8.61,20.8,0.886,0.0,4.0
1729951475.67,8.0,1.422,0.0,5.72,40.0,0.404,0.0,2.1,20.8,0.871,0.0,8.85,19.2,1.499,0.0,8.27,20.8,1.498,0.0,8.69,40.0,0.696,0.0,4.13,8.0,2.974,0.0,5.23,19.2,0.671,0.0,4.35,20.8,0.863,0.0,6.75,40.0,0.633,0.0,8.76,20.8,0.779,0.0,6.24,8.0,1.423,0.0,4.67,20.8,0.765,0.0,4.27,20.8,1.557,0.0,1.97,20.8,0.892,0.0,4.66,40.0,0.734,0.0,2.93,20.8,1.182,0.0,6.11,19.2,0.977,0.0,3.88,7.99,3.152,0.0,4.82,19.2,0.752,0.0,2.94
1729951475.77,8.0,1.506,0.0,3.34,40.0,0.379,0.0,1.63,19.2,0.844,0.0,8.76,20.8,1.331,0.0,9.19,19.2,1.41,0.0,6.16,40.0,1.02,0.0,6.0,8.0,2.985,0.0,5.38,20.9,0.724,0.0,2.08,19.2,0.782,0.0,3.3,39.9,0.572,0.0,8.83,19.2,0.673,0.0,3.26,9.6,1.497,0.0,2.73,19.2,0.763,0.0,4.16,19.2,1.682,0.0,1.78,19.2,0.889,0.0,3.41,40.1,0.736,0.0,1.88,19.2,1.197,0.0,3.85,20.8,0.827,0.0,3.59,8.0,3.001,0.0,5.76,20.8,0.638,0.0,2.91
1729951475.87,8.0,1.68,0.0,4.93,41.6,0.389,0.0,1.84,20.8,0.795,0.0,8.99,19.2,1.218,0.0,6.5,20.8,1.229,0.0,7.75,40.0,0.688,0.0,5.76,8.0,2.772,0.0,5.01,19.2,0.702,0.0,3.46,20.8,0.964,0.0,3.52,40.0,0.638,0.0,9.3,20.8,0.694,0.0,4.745,8.0,1.462,0.0,3.51,20.8,0.703,0.0,3.51,20.8,1.469,0.0,2.83,19.2,0.742,0.0,4.57,40.0,0.73,0.0,3.23,20.8,1.087,0.0,4.95,19.2,0.725,0.0,3.87,8.01,2.4,0.0,6.34,19.2,0.756,0.0,4.15
1729951475.97,8.0,1.419,0.0,3.25,38.4,0.411,0.0,1.28,19.2,0.654,0.0,7.75,20.8,1.119,0.0,7.68,19.2,1.191,0.0,6.75,40.0,1.004,0.0,5.99,8.0,2.378,0.0,4.87,20.8,0.825,0.0,1.75,19.2,1.026,0.0,6.09,38.4,0.791,0.0,9.89,19.2,0.709,0.0,6.23,8.0,1.59,0.0,4.29,19.2,0.645,0.0,4.53,19.2,1.317,0.0,1.9,20.8,0.681,0.0,4.56,40.0,0.706,0.0,2.09,19.2,1.178,0.0,5.61,20.8,0.893,0.0,3.54,7.99,2.322,0.0,5.93,20.8,0.816,0.0,2.77
1729951476.07,8.0,1.174,0.0,4.13,41.6,0.413,0.0,2.66,19.2,0.894,0.0,8.3,19.2,1.196,0.0,6.44,20.8,1.245,0.0,6.86,40.0,0.832,0.0,7.32,8.0,2.139,0.0,6.48,19.2,0.775,0.0,3.01,20.8,0.992,0.0,3.19,41.6,0.714,0.0,8.25,20.8,0.828,0.0,2.91,6.4,1.846,0.0,3.39,20.8,0.803,0.0,3.03,20.8,1.211,0.0,2.53,20.8,0.628,0.0,4.52,40.0,0.957,0.0,2.56,20.8,1.205,0.0,3.57,19.2,0.898,0.0,3.92,8.01,2.045,0.0,5.6,19.2,0.808,0.0,3.97
1729951476.17,8.0,1.261,0.0,3.96,40.0,0.445,0.0,1.88,20.8,0.915,0.0,2.85,20.8,1.285,0.0,6.95,19.2,1.432,0.0,6.12,40.0,0.986,0.0,8.47,8.0,2.233,0.0,8.09,20.8,0.865,0.0,1.15,19.2,0.873,0.0,5.48,40.0,0.707,0.0,2.68,19.2,0.877,0.0,5.87,8.0,1.588,0.0,4.09,19.2,0.817,0.0,3.98,19.2,1.424,0.0,2.86,19.2,0.627,0.0,4.21,40.0,0.874,0.0,2.88,19.2,1.365,0.0,4.9,20.8,0.808,0.0,2.83,7.99,2.029,0.0,7.5,20.8,0.887,0.0,4.66
1729951476.27,8.0,1.152,0.0,3.65,40.0,0.51,0.0,2.97,20.8,0.855,0.0,4.55,20.8,1.39,0.0,6.16,20.8,1.374,0.0,6.38,39.9,1.015,0.0,10.0,8.0,2.077,0.0,9.14,19.2,0.724,0.0,2.28,20.8,0.756,0.0,2.36,40.0,0.807,0.0,5.1,20.8,0.761,0.0,3.02,9.6,1.522,0.0,3.74,20.8,0.892,0.0,3.05,20.8,1.622,0.0,1.91,20.8,0.724,0.0,3.75,40.0,0.872,0.0,1.96,19.2,1.28,0.0,2.77,19.2,0.781,0.0,3.27,8.01,1.957,0.0,10.4,19.2,0.74,0.0,4.92
1729951476.37,8.0,1.108,0.0,4.44,38.4,0.498,0.0,2.54,19.2,0.745,0.0,1.8,19.2,1.416,0.0,6.9,19.2,1.69,0.0,7.68,40.0,0.72,0.0,11.4,8.0,2.215,0.0,9.0,20.8,0.769,0.0,1.79,19.2,0.771,0.0,3.87,40.0,0.926,0.0,1.45,19.2,0.648,0.0,4.745,8.0,1.316,0.0,3.8,19.2,0.791,0.0,3.39,19.2,1.562,0.0,3.47,19.2,0.723,0.0,4.43,40.0,0.776,0.0,3.2,20.8,1.32,0.0,4.96,20.8,0.883,0.0,2.89,7.99,2.005,0.0,11.6,20.8,0.867,0.0,5.56
1729951476.47,8.0,1.148,0.0,3.09,40.0,0.652,0.0,2.21,19.2,0.853,0.0,3.13,19.2,1.558,0.0,7.3,20.8,1.712,0.0,5.29,40.0,1.207,0.0,11.7,8.0,2.185,0.0,9.95,19.2,0.915,0.0,2.03,20.8,0.914,0.0,6.13,40.0,0.95,0.0,2.49,20.8,0.922,0.0,6.47,6.4,1.373,0.0,4.87,20.8,0.963,0.0,3.66,19.2,1.645,0.0,1.71,20.8,0.747,0.0,3.46,40.0,1.021,0.0,1.99,20.8,1.724,0.0,3.79,19.2,1.133,0.0,3.12,8.0,2.238,0.0,11.9,19.2,0.979,0.0,5.96
1729951476.57,8.0,1.292,0.0,4.5,41.6,0.504,0.0,2.46,20.8,1.134,0.0,4.66,20.8,1.727,0.0,4.75,19.2,2.138,0.0,7.71,40.0,0.907,0.0,13.9,8.0,2.639,0.0,10.9,20.8,0.899,0.0,2.04,20.8,1.053,0.0,3.6,38.4,0.962,0.0,4.81,19.2,0.92,0.0,3.73,8.0,1.304,0.0,2.94,19.2,1.118,0.0,2.87,19.2,1.669,0.0,4.2,19.2,0.79,0.0,4.01,40.0,0.834,0.0,3.39,19.2,1.79,0.0,3.18,19.2,1.067,0.0,3.12,8.0,2.239,0.0,13.7,20.8,0.981,0.0,6.89
1729951476.67,8.0,1.478,0.0,2.85,38.4,0.653,0.0,1.62,19.2,1.301,0.0,2.8,19.2,2.173,0.0,7.14,20.8,2.173,0.0,5.92,40.0,1.33,0.0,16.0,9.6,2.596,0.0,12.7,19.2,1.124,0.0,1.23,19.2,1.046,0.0,7.01,40.0,0.907,0.0,2.58,20.8,1.088,0.0,6.65,8.0,1.426,0.0,4.3,20.8,1.263,0.0,3.88,20.8,2.061,0.0,6.46,20.8,0.827,0.0,3.53,40.0,1.14,0.0,2.09,20.8,2.198,0.0,5.82,20.8,1.003,0.0,2.51,8.0,2.709,0.0,15.3,19.2,1.139,0.0,8.37
1729951476.77,8.0,1.257,0.0,3.32,39.8,0.577,0.0,3.15,20.8,1.2,0.0,4.89,20.8,1.955,0.0,10.1,19.2,1.931,0.0,6.41,40.0,0.794,0.0,17.5,8.0,2.412,0.0,14.2,20.8,0.883,0.0,2.32,20.8,0.862,0.0,3.42,40.0,0.814,0.0,5.23,19.2,0.891,0.0,3.91,8.01,1.51,0.0,2.65,19.2,1.201,0.0,4.89,19.2,2.195,0.0,8.16,19.2,0.874,0.0,3.57,40.0,1.031,0.0,3.46,19.2,1.917,0.0,2.89,20.8,0.828,0.0,3.38,8.0,2.664,0.0,17.3,20.8,0.921,0.0,9.4
1729951476.87,8.0,1.28,0.0,3.67,41.7,0.531,0.0,2.0,19.2,0.941,0.0,1.76,19.2,1.747,0.0,6.46,19.2,1.898,0.0,5.83,39.9,0.8,0.0,7.7,8.0,2.6,0.0,12.8,19.2,1.012,0.0,0.984,19.2,0.887,0.0,3.67,40.0,0.881,0.0,1.64,20.8,0.708,0.0,4.417,8.0,1.785,0.0,3.43,20.8,0.977,0.0,3.3,20.8,1.822,0.0,6.24,20.8,0.949,0.0,4.13,41.6,0.9,0.0,3.09,20.8,1.549,0.0,4.37,20.8,0.818,0.0,2.14,8.0,2.567,0.0,13.6,19.2,1.085,0.0,9.3
1729951476.97,8.0,1.241,0.0,2.65,38.4,0.637,0.0,2.3,20.8,0.833,0.0,2.18,20.8,1.716,0.0,5.48,20.8,1.678,0.0,5.23,40.0,0.891,0.0,3.14,8.0,2.355,0.0,12.5,20.8,1.042,0.0,1.81,20.8,0.913,0.0,5.62,40.1,0.845,0.0,1.72,19.2,0.992,0.0,4.923,8.0,1.666,0.0,3.09,19.2,0.919,0.0,3.42,19.2,1.646,0.0,5.45,19.2,0.923,0.0,2.69,40.0,1.036,0.0,2.61,19.2,1.656,0.0,2.6,19.2,0.68,0.0,5.09,8.0,2.7,0.0,11.9,20.8,1.103,0.0,9.67
1729951477.07,8.01,1.286,0.0,3.85,41.6,0.507,0.0,1.77,19.2,0.88,0.0,3.27,19.2,1.858,0.0,10.5,20.8,2.058,0.0,6.34,40.0,0.821,0.0,2.09,8.0,2.761,0.0,11.3,20.8,0.928,0.0,1.58,19.2,0.991,0.0,3.88,39.9,0.803,0.0,3.2,20.8,0.922,0.0,5.43,8.01,1.388,0.0,2.21,20.8,1.087,0.0,5.78,20.8,1.349,0.0,5.11,20.8,0.809,0.0,3.87,40.0,0.813,0.0,3.07,20.8,1.635,0.0,4.12,20.8,0.831,0.0,2.7,7.99,2.71,0.0,2.25,19.2,1.049,0.0,1.83
1729951477.17,7.99,1.431,0.0,2.91,40.0,0.629,0.0,1.86,19.2,0.799,0.0,2.01,20.8,1.911,0.0,7.42,19.2,2.006,0.0,3.87,40.0,0.946,0.0,4.36,8.0,2.892,0.0,14.1,19.2,0.947,0.0,1.4,20.8,0.917,0.0,5.98,40.0,0.832,0.0,2.3,19.2,0.993,0.0,5.625,7.99,1.493,0.0,3.28,19.2,1.145,0.0,4.12,19.2,1.547,0.0,6.215,19.2,0.836,0.0,2.48,40.0,1.095,0.0,1.91,19.2,1.765,0.0,4.3,19.2,0.843,0.0,4.23,7.99,2.997,0.0,3.95,20.8,0.975,0.0,1.56
1729951477.27,8.0,1.535,0.0,3.04,40.0,0.623,0.0,2.57,20.8,0.737,0.0,3.81,19.2,1.777,0.0,9.46,20.8,1.82,0.0,6.04,40.0,0.806,0.0,2.11,8.0,2.894,0.0,7.52,20.8,0.768,0.0,1.81,19.2,0.782,0.0,3.46,40.0,0.706,0.0,3.8,20.8,0.845,0.0,5.82,8.0,1.349,0.0,1.52,20.8,1.035,0.0,5.81,20.8,1.523,0.0,7.32,20.8,0.836,0.0,2.93,40.0,0.991,0.0,2.89,20.8,1.498,0.0,2.2,20.8,0.803,0.0,3.25,8.0,3.076,0.0,3.62,19.2,0.931,0.0,2.1
1729951477.37,8.0,1.568,0.0,3.22,40.0,0.536,0.0,1.24,20.8,0.752,0.0,1.28,20.8,1.667,0.0,6.93,19.2,1.827,0.0,5.55,40.0,0.855,0.0,3.17,8.0,3.389,0.0,2.18,19.2,0.807,0.0,1.12,19.2,0.91,0.0,3.89,40.0,0.89,0.0,1.36,19.2,0.775,0.0,3.19,9.6,1.389,0.0,3.07,19.2,0.869,0.0,4.02,20.8,1.321,0.0,8.09,19.2,0.884,0.0,2.95,40.0,1.002,0.0,1.91,19.2,1.465,0.0,3.02,19.2,0.871,0.0,2.61,8.02,3.358,0.0,2.98,20.8,1.02,0.0,1.05
1729951477.47,8.0,2.014,0.0,3.08,39.9,0.603,0.0,2.83,20.8,0.723,0.0,1.58,19.2,1.676,0.0,6.27,19.2,1.456,0.0,6.05,41.6,0.992,0.0,2.52,8.0,3.418,0.0,1.72,20.8,0.998,0.0,2.73,20.8,1.007,0.0,6.2,38.4,0.562,0.0,2.21,20.8,0.992,0.0,3.27,6.4,1.476,0.0,2.18,20.8,0.936,0.0,2.88,20.8,1.512,0.0,8.37,20.8,0.801,0.0,2.88,40.0,0.842,0.0,3.03,20.8,1.461,0.0,2.14,20.8,0.722,0.0,6.67,8.01,3.048,0.0,3.78,19.2,1.221,0.0,2.25
1729951477.57,8.0,1.615,0.0,3.99,40.0,0.581,0.0,1.87,19.2,0.68,0.0,3.92,20.8,1.902,0.0,13.0,20.8,1.907,0.0,6.64,40.0,1.007,0.0,1.83,8.0,3.129,0.0,1.807,19.2,0.977,0.0,1.42,19.2,1.061,0.0,3.88,41.6,0.604,0.0,3.85,19.2,1.036,0.0,5.85,8.0,1.692,0.0,3.16,19.2,1.101,0.0,6.78,19.2,1.262,0.0,8.82,19.2,0.845,0.0,4.25,40.0,0.923,0.0,2.06,19.2,1.677,0.0,3.5,19.2,0.941,0.0,3.29,7.99,2.626,0.0,2.02,20.8,1.129,0.0,0.914
1729951477.67,8.0,1.562,0.0,2.47,40.0,0.649,0.0,1.75,19.2,0.901,0.0,1.84,19.2,1.91,0.0,7.67,19.2,1.808,0.0,5.08,40.0,1.102,0.0,3.41,8.0,2.709,0.0,1.893,20.8,0.972,0.0,1.46,20.8,1.017,0.0,5.58,40.0,0.594,0.0,1.59,20.8,1.083,0.0,3.3,8.0,1.897,0.0,2.52,20.8,1.194,0.0,4.01,20.8,1.431,0.0,10.147,20.8,0.767,0.0,2.67,39.9,1.206,0.0,2.81,20.8,1.88,0.0,2.16,20.8,0.918,0.0,6.29,8.0,2.431,0.0,4.24,19.2,1.153,0.0,2.32
1729951477.77,8.0,1.432,0.0,4.19,40.0,0.66,0.0,3.23,20.8,0.888,0.0,3.28,20.8,1.771,0.0,12.1,19.2,1.392,0.0,6.88,40.0,0.942,0.0,2.04,8.0,2.626,0.0,1.98,19.2,0.912,0.0,1.93,19.2,0.894,0.0,3.43,41.6,0.522,0.0,3.25,19.2,0.963,0.0,6.05,9.59,1.704,0.0,1.87,19.2,1.017,0.0,5.62,19.2,1.517,0.0,11.473,19.2,0.943,0.0,4.04,40.1,1.039,0.0,1.92,19.2,1.839,0.0,2.69,19.2,0.842,0.0,4.35,8.0,2.498,0.0,3.0,20.8,0.999,0.0,1.63
1729951477.87,7.99,1.477,0.0,3.1,40.0,0.737,0.0,3.36,20.8,0.798,0.0,2.31,19.2,1.614,0.0,8.3,20.8,1.702,0.0,5.93,40.0,1.084,0.0,3.98,6.4,2.994,0.0,2.68,20.8,1.107,0.0,1.24,20.8,1.034,0.0,3.64,40.1,0.405,0.0,1.38,20.8,0.948,0.0,3.23,6.41,1.439,0.0,4.06,20.8,0.845,0.0,4.89,19.2,1.507,0.0,12.8,20.8,1.018,0.0,3.7,39.9,1.089,0.0,2.61,20.8,1.731,0.0,2.3,20.8,1.013,0.0,3.76,8.0,2.783,0.0,3.45,19.2,1.252,0.0,1.11
1729951477.97,8.0,1.65,0.0,3.98,40.0,0.625,0.0,3.49,19.2,0.947,0.0,0.921,20.8,1.859,0.0,6.91,20.8,1.283,0.0,9.49,40.0,1.016,0.0,1.89,9.6,3.122,0.0,2.585,19.2,1.222,0.0,2.2,20.8,1.17,0.0,6.48,38.4,0.594,0.0,1.92,19.2,1.212,0.0,3.7,8.0,1.582,0.0,1.76,19.2,0.837,0.0,3.34,20.8,1.955,0.0,11.9,19.2,0.958,0.0,6.45,40.1,0.965,0.0,3.3,19.2,1.781,0.0,2.16,19.2,0.792,0.0,7.69,8.01,2.861,0.0,2.79,20.8,1.343,0.0,1.98
